product_name,rating_number,rating_counter,product_price,price_range,number_reviews,sold_count,satisfaction,satisfaction_range,shop_name,shop_rating,shop_rating_counter,product_name_detail
Modalita777 Running Shoes,0,0,"Rp107,000.00",100000-200000,0,0,0,0-50,Modalita777,5.0,426,Sepatu Running pria/sepatu Outdoor/sepatu cowok dewasa/sepatu Olahraga/sepatu kekinian/sepatu keren ori/sepatu outfit pria/sepatu pria/sepatu cowok/sepatu sneakers shoes/sepatu sneakers cowok/sepatu cowok keren/sepatu buat cowok - ARMY PUTIH
Adidas Switch Move,0,0,"Rp595,000.00",500000-600000,0,3,0,0-50,Run N Go Sport,5.0,695,Sepatu Lari Pria Adidas Switch move - ID5252
Lvr Hyunjin,0,0,"Rp135,500.00",100000-200000,0,4,0,0-50,Levieree Shop,5.0,224000,LVR Hyunjin Sepatu Sneakers Pria Trendy Sepatu Casual Pria Sepatu Sport Pria FREE BOX LV0631 - Putih
Sepatu Lokal Mojokerto Puri (C04) - Biru Abu,0,0,"Rp182,999.00",100000-200000,0,0,0,0-50,Sepatu Lokal Mojokerto Puri,5.0,53,(Original) Sepatu Lari Unisex Running (C-04) Pria Wanita Outdoor Olahraga Kaki Running - biru abu
Sepatu Lokal Mojokerto Puri (C03) - Hitam,0,0,"Rp137,249.00",100000-200000,0,0,0,0-50,Sepatu Lokal Mojokerto Puri,5.0,53,(Original) Sepatu Lari Unisex Running (C-03) Pria Wanita Outdoor Olahraga Kaki Running - hitam
Sepatu Lokal Mojokerto Puri (C04) - Coklat,0,0,"Rp182,999.00",100000-200000,0,0,0,0-50,Sepatu Lokal Mojokerto Puri,5.0,53,(Original) Sepatu Lari Unisex Running (C-04) Pria Wanita Outdoor Olahraga Kaki Running - coklat
Filmora Alpha,0,0,"Rp181,800.00",100000-200000,0,2,0,0-50,Filmora Store,5.0,12000,FILMORA Sepatu Running Shoes Outdoor Alpha Series warna Biru - 39
Hipzo Dll H-01,0,0,"Rp210,389.00",200000-300000,0,1,0,0-50,Sepatu Lokal Mojokerto Puri,5.0,53,(Original) Original Hipzo Sepatu Lari Olahraga Badminton Dll H-01 Kaki Running - orange
Xpreme Running Speed X,0,0,"Rp176,000.00",100000-200000,0,100,0,0-50,Xpreme,5.0,15000,SEPATU XPREME OLAH RAGA RUNNING SPEED X WHITE ORANGE PRIA - SEPATU LARI PRIA Outdoor - White orange
Xpreme Running Xpreme Runspeed,0,0,"Rp184,000.00",100000-200000,0,10,0,0-50,Xpreme,5.0,15000,XPREME - SEPATU OLAH RAGA RUNNING XPREME RUNSPEED HITAM STABILO - SEPATU SPORT NYAMAN DI PAKAI - HITAM STABILO
Beyoma Bym071,0,0,"Rp230,000.00",200000-300000,0,0,0,0-50,Beyoma,5.0,35000,SEPATU BEYOMA SPORT SNEAKERS RUNNING PRIA WANITA COD GROSIR BYM071 - Hitam
Eagle Banderas,0,0,"Rp335,000.00",300000-400000,0,0,0,0-50,Prochampion,5.0,1683000,Sepatu Running EAGLE Banderas Abu Tua Abu-abu - 39
Beyoma Legacy Classic By024,0,0,"Rp280,000.00",200000-300000,0,6,0,0-50,Beyoma,5.0,35000,SEPATU BEYOMA LEGACY CLASSIC ORIGINAL Pria Wanita Sneakers Sport Running Shoes Olahraga Free Kotak Box BY024 Outdoor - Navy
Beyoma Bym184,0,0,"Rp260,000.00",200000-300000,0,0,0,0-50,Beyoma,5.0,35000,SEPATU BEYOMA SPORT SNEAKERS RUNNING PRIA WANITA COD GROSIR BYM184 - BlackWhite
Beyoma Bym136,0,0,"Rp290,000.00",200000-300000,0,0,0,0-50,Beyoma,5.0,35000,SEPATU BEYOMA SPORT SNEAKERS RUNNING PRIA WANITA COD GROSIR BYM136 - Putih
Ortuseight Hyperdrive 2.2,0,0,"Rp585,000.00",500000-600000,0,0,0,0-50,Prochampion,5.0,1683000,Sepatu Running Ortuseight Hyperdrive 2.2 All White - 44
Beyoma Bym034,0,0,"Rp250,000.00",200000-300000,0,0,0,0-50,Beyoma,5.0,35000,SEPATU BEYOMA SPORT SNEAKERS RUNNING PRIA WANITA COD GROSIR BYM034 - Beige
Beyoma Bym007,0,0,"Rp300,000.00",300000-400000,0,0,0,0-50,Beyoma,5.0,35000,SEPATU BEYOMA SPORT SNEAKERS RUNNING PRIA WANITA COD GROSIR BYM007 - Hitam
Beyoma Bym140,0,0,"Rp270,000.00",200000-300000,0,0,0,0-50,Beyoma,5.0,35000,SEPATU BEYOMA SPORT SNEAKERS RUNNING PRIA WANITA COD GROSIR BYM140 - Hitam
Aza Run 1 Pygmalion Galaxy,0,0,"Rp477,914.00",400000-500000,0,4,0,0-50,Persebaya Store,5.0,93000,Sepatu Lari AZA RUN 1 Pygmalion Galaxy Black - Sepatu Running Pria Wanita - 36
Beyoma Alpha Pro By059,0,0,"Rp220,000.00",200000-300000,0,1,0,0-50,Beyoma,5.0,35000,SEPATU BEYOMA ALPHA PRO Original Pria Wanita Sneakers Sport Running Shoes Olahraga Free Kotak Box BY059 Outdoor - Abu abu
Beyoma Bym123,0,0,"Rp230,000.00",200000-300000,0,0,0,0-50,Beyoma,5.0,35000,SEPATU BEYOMA SPORT SNEAKERS RUNNING PRIA WANITA COD GROSIR BYM123 - Putih
Beyoma Max,0,0,"Rp280,000.00",200000-300000,0,0,0,0-50,Beyoma,5.0,35000,SEPATU BEYOMA MAX RUNNING Original Pria Wanita Sneakers Sport COD - Abu Tua
Beyoma Running Shoes,0,0,"Rp270,000.00",200000-300000,0,0,0,0-50,Beyoma,5.0,35000,SEPATU BEYOMA RUNNING Original Pria Wanita Sneakers Sport COD - Orange
Adidas Court,0,0,"Rp600,000.00",600000-700000,0,0,0,0-50,Zalora Indonesia,5.0,49000,ADIDAS Court Shoes Sports Performance Shoes Pria - Footwear White/Core Black/Preloved Scarlet
Eagle Raven,0,0,"Rp230,000.00",200000-300000,0,0,0,0-50,Prochampion,5.0,1683000,New ! Sepatu Lari / Running Eagle Shoes Raven Biru Tua Putih - 38
Hundred Running Shoes Glidepace,0,0,"Rp449,000.00",400000-500000,0,0,0,0-50,Prochampion,5.0,1683000,Sepatu Lari Running Shoes Hundred HNDRD GLIDEPACE Black Yellow Orchid - 44
Hyperblast Laufen,0,0,"Rp208,000.00",200000-300000,0,0,0,0-50,Muhsa.Co,5.0,271,MUHSA.CO-Sepatu Running Pria Olahraga Jogging Sepatu Sneakers Sport cowok Original Hitam Hijau Hyperblast laufen Outdoor sepatu jogging - hitam
Agility Ace,0,0,"Rp226,950.00",200000-300000,0,4,0,0-50,Muhsa.Co,5.0,271,Sepatu Olahraga Pria Running Jogging Lari Navy-Agility Ace MUHSA.CO untuk Aktivitas Outdoor - NAVY
Agility Ace,0,0,"Rp226,950.00",200000-300000,0,4,0,0-50,Muhsa.Co,5.0,271,Sepatu Lari Pria Running Olahraga Jogging Lari Gray-Agility Ace MUHSA.CO untuk Aktivitas Outdoor - GRAY
Beyoma Bym025,0,0,"Rp280,000.00",200000-300000,0,0,0,0-50,Beyoma,5.0,35000,SEPATU BEYOMA SPORT SNEAKERS RUNNING PRIA WANITA COD GROSIR BYM025 - Hijau
Beyoma Running Shoes,0,0,"Rp270,000.00",200000-300000,0,0,0,0-50,Beyoma,5.0,35000,SEPATU BEYOMA SPORT SNEAKERS RUNNING PRIA WANITA COD GROSIR BARU - Putih Biru
Beyoma Bym099,0,0,"Rp260,000.00",200000-300000,0,0,0,0-50,Beyoma,5.0,35000,SEPATU BEYOMA SPORT SNEAKERS RUNNING PRIA WANITA COD GROSIR BYM099 - Hitam
Beyoma By255,0,0,"Rp150,000.00",100000-200000,0,1,0,0-50,Beyoma,5.0,35000,Sepatu BEYOMA Lari Olahraga Sneakers Olahraga BY255 Outdoor Running - Burgundy
Ardiles Metora Starter,0,0,"Rp459,800.00",400000-500000,0,4,0,0-50,Ardilesofficial,5.0,237000,Ardiles Metora Starter Sepatu Lari - White - Citroen - Navy Bird - Black - White
Calci Arcane Cross,0,0,"Rp349,000.00",300000-400000,0,2,0,0-50,Calci Indonesia,5.0,73000,CALCI Sepatu Lari / Running Shoes Arcane Cross - Flame/Pigeon - 36
Ardiles Nfinity Raiton Active - All Black,0,0,"Rp529,800.00",500000-600000,0,3,0,0-50,Ardilesofficial,5.0,237000,Ardiles Nfinity Raiton Active Sepatu Lari - All Black
Jackson Active Trail 1,0,0,"Rp379,000.00",300000-400000,0,0,0,0-50,Jackson Shoes,5.0,56000,Jackson Active Trail 1 Black Pink - 36
Jackson Active Haze 1Ut,0,0,"Rp529,000.00",500000-600000,0,2,0,0-50,Jackson Shoes,5.0,56000,Jackson Active Haze 1UT - Sepatu Sporty - Full Black
Jackson Active Strada 2,0,0,"Rp379,000.00",300000-400000,0,0,0,0-50,Jackson Shoes,5.0,56000,Jackson Active Strada 2 Navy - 35
Jackson Active Kiro 1Mt,0,0,"Rp599,000.00",500000-600000,0,0,0,0-50,Jackson Shoes,5.0,56000,Jackson Active Kiro 1MT - Sepatu Sporty - Navy
Jackson Active Pacer 1,0,0,"Rp379,000.00",300000-400000,0,2,0,0-50,Jackson Shoes,5.0,56000,Jackson Active Pacer 1 Black Purple - 39
Jackson Active Wilder 1,0,0,"Rp309,000.00",300000-400000,0,1,0,0-50,Jackson Shoes,5.0,56000,Jackson Active Wilder 1 Black - 36
Jackson Active Strada 2,0,0,"Rp379,000.00",300000-400000,0,1,0,0-50,Jackson Shoes,5.0,56000,Jackson Active Strada 2 Purple - 35
Jackson Active Strada 1,0,0,"Rp379,000.00",300000-400000,0,0,0,0-50,Jackson Shoes,5.0,56000,Jackson Active Strada 1 Black Pink - 35
Jackson Active Pulsar 1,0,0,"Rp309,000.00",300000-400000,0,1,0,0-50,Jackson Shoes,5.0,56000,Jackson Active Pulsar 1 Black - 39
Jackson Active Boomer 1,0,0,"Rp379,000.00",300000-400000,0,1,0,0-50,Jackson Shoes,5.0,56000,Jackson Active Boomer 1 Pink - 36
Jackson Active Luki 1Bl7,0,0,"Rp609,000.00",600000-700000,0,0,0,0-50,Jackson Shoes,5.0,56000,Jackson Active Luki 1BL7 - Sepatu Sporty - Black
Jackson Active Kiro 1Ut,0,0,"Rp599,000.00",500000-600000,0,1,0,0-50,Jackson Shoes,5.0,56000,Jackson Active Kiro 1UT - Sepatu Sporty - Full Black
Adidas Response,0,0,"Rp600,000.00",600000-700000,0,1,0,0-50,Running Dept,5.0,104000,Sepatu Lari Unisex ADIDAS RESPONSE IH6005 ORIGINAL - 44.5
Under Armour Charged Versurge,0,0,"Rp559,300.00",500000-600000,0,0,0,0-50,Running Dept,5.0,104000,Sepatu Lari Pria UNDER ARMOUR CHARGED VERSURGE 3028372600 ORIGINAL - 44.5
Adidas Lite Racer 4.0,0,0,"Rp422,500.00",400000-500000,0,2,0,0-50,Running Dept,5.0,104000,Sepatu Sneakers Pria ADIDAS LITE RACER 4.0 JI4947 ORIGINAL - 45
Corvalue Footwear Oshima,0,0,"Rp330,000.00",300000-400000,0,5,0,0-50,Corvaluefootwear,5.0,363000,CORVALUE FOOTWEAR - Oshima Black White | Sepatu Pria wanita | Shoes Sneakers Pria wanita Outdoor Casual - Oshima Black White
Adidas Runfalcon 3.0,0,0,"Rp552,500.00",500000-600000,0,1,0,0-50,Running Dept,5.0,104000,Sepatu Lari Pria ADIDAS RUNFALCON 3.0 ID2286 ORIGINAL - 45
Adidas Galaxy 6,0,0,"Rp510,000.00",500000-600000,0,1,0,0-50,Running Dept,5.0,104000,Sepatu Lari Pria ADIDAS GALAXY 6 GW4139 ORIGINAL - 44.5
Diadora Hayder,0,0,"Rp321,300.00",300000-400000,0,7,0,0-50,Rud Runner,5.0,933,Sepatu Lari Pria Diadora Hayder Black - 39
Adidas Runfalcon 5,0,0,"Rp595,000.00",500000-600000,0,0,0,0-50,Running Dept,5.0,104000,Sepatu Lari Pria ADIDAS RUNFALCON 5 JI0873 ORIGINAL - BLACK WHITE
Adidas Heawyn,0,0,"Rp510,000.00",500000-600000,0,1,0,0-50,Running Dept,5.0,104000,Sepatu Lari Pria ADIDAS HEAWYN IG2382 ORIGINAL - 44
Puma Night Runner V3,0,0,"Rp559,300.00",500000-600000,0,1,0,0-50,Running Dept,5.0,104000,Sepatu Lari Pria PUMA NIGHT RUNNER V3 31004004 ORIGINAL - 44
Reebok Lite Plus 4,0,0,"Rp599,400.00",500000-600000,0,0,0,0-50,Running Dept,5.0,104000,Sepatu Lari Unisex REEBOK LITE PLUS 4 100209920 ORIGINAL - 44
Adidas Runfalcon 5,0,0,"Rp595,000.00",500000-600000,0,0,0,0-50,Running Dept,5.0,104000,Sepatu Lari Unisex ADIDAS RUNFALCON 5 IH7757 ORIGINAL - 44
Adidas Switch Move U,0,0,"Rp510,000.00",500000-600000,0,0,0,0-50,Running Dept,5.0,104000,Sepatu Lari Pria ADIDAS SWITCH MOVE U ID5251 ORIGINAL - 40.5
Puma Flyer Lite 3,0,0,"Rp559,300.00",500000-600000,0,5,0,0-50,Rud Runner,5.0,933,Sepatu Lari Pria Puma Flyer Lite 3 Black - 31079701 - 37.5
Calci Audacity Blast,0,0,"Rp349,800.00",300000-400000,0,2,0,0-50,Calci Indonesia,5.0,73000,CALCI Sepatu Lari / Running Shoes Audacity Blast - Citadel/Orange - 36
Ardiles Nfinity Runactive,0,0,"Rp549,800.00",500000-600000,0,1,0,0-50,Ardilesofficial,5.0,237000,Ardiles Nfinity Runactive Sepatu Lari - White Sunburn - Green Yellow - White Sunburn
Mills Specter New,0,0,"Rp329,000.00",300000-400000,0,3,0,0-50,Sportaways,5.0,327000,Sepatu Running Mills Specter New Original - Dk.Grey/Neon
Decathlon Kalenji,5,33,"Rp398,000.00",300000-400000,7,50,1,90-100,Decathlon Indonesia,5.0,2498000,Decathlon KALENJI Sepatu Lari Wanita Be Dry - Pink - 8803405 - 36
910 Nineten Geist Ekiden,5,232,"Rp449,999.00",400000-500000,79,250,0.97,90-100,910 Nineten Shoes,5.0,1176000,910 Nineten Geist Ekiden Sepatu Lari - Hitam/HItam - 38
910 Nineten Kanzaki 1.0,5,256,"Rp559,900.00",500000-600000,204,750,0.98,90-100,910 Nineten Shoes,5.0,1176000,910 Nineten Shoes - KANZAKI 1.0 / TRIPLE-BLACK/BIRU/UNGU Sepatu Lari Lokal Running Outdoor Running Outdoor - 37
Hyougen Hatzuki,5,1,"Rp259,000.00",200000-300000,1,9,1,90-100,Hyougen,5.0,16000,Hyougen Hatzuki Hitam Oren Sepatu Running Size 39-43 Sepatu Lari - 39
Naz Dylan,5,73,"Rp350,000.00",300000-400000,0,100,0.93,90-100,Sepatulokalid,5.0,28000,Sepatu Lari Pria Running Olahraga Sneakers Casual Kasual - NAZ DYLAN - 39
Hyougen Daisen 1.2 Super,5,8,"Rp259,000.00",200000-300000,8,26,1,90-100,Hyougen,5.0,16000,HYOUGEN Daisen 1.2 Super Navy Oren Sepatu Running Size 39-44 Sepatu Lari - 39
Hyougen Hatzuki,5,6,"Rp259,000.00",200000-300000,6,21,1,90-100,Hyougen,5.0,16000,Hyougen Hatzuki Biru Oren Sepatu Running Size 39-43 Sepatu Lari - 39
Unerd Performance Bourka,5,836,"Rp469,000.00",400000-500000,465,3000,0.98,90-100,Unerd Footwear,5.0,138000,UNERD PERFORMANCE | BOURKA | Sepatu Running Lari Olahraga - Meta Black
Corvalue Footwear Kakunodate,5,6,"Rp209,000.00",200000-300000,4,25,1,90-100,Corvaluefootwear,5.0,363000,CORVALUE FOOTWEAR - Kakunodate White | Sepatu Unisex Pria wanita | Sepatu Lari Outdoor Sporty Running - Kakunodate White
Ortuseight Berlin,5,198,"Rp509,150.00",500000-600000,64,250,0.99,90-100,Rank Sports,5.0,502000,SEPATU LARI/RUNNING ORTUSEIGHT BERLIN - BEIGE - 41
Ortuseight Berlin,5,199,"Rp509,150.00",500000-600000,66,250,1,90-100,Rank Sports,5.0,502000,SEPATU LARI/RUNNING ORTUSEIGHT BERLIN - BLACK - 37
Ardiles Nfinity Raiton Active,5,16,"Rp529,800.00",500000-600000,7,30,1,90-100,Ardilesofficial,5.0,237000,Ardiles Nfinity Raiton Active Sepatu Lari - All Black - Hitam
Ardiles Nfinity Flash 2.0,5,4,"Rp579,800.00",500000-600000,3,10,1,90-100,Ardilesofficial,5.0,237000,Ardiles Nfinity Flash 2.0 Sepatu Lari - Black Atlantis - Hitam
Ardiles Raiton Blaze,5,3,"Rp284,886.00",200000-300000,1,5,1,90-100,Ardilesofficial,5.0,237000,Ardiles Raiton Blaze Sepatu Lari - Oranye Hitam - Oranye Hitam
Calci Audacity Blast,5,4,"Rp349,800.00",300000-400000,3,12,1,90-100,Calci Indonesia,5.0,73000,CALCI Sepatu Lari / Running Shoes Audacity Blast - White/Citroen - 36
Corvalue Oddate,5,20,"Rp400,000.00",400000-500000,13,40,0.95,90-100,Corvaluefootwear,5.0,363000,SEPATU CORVALUE FOOTWEAR - Sepatu Olahraga Running Unisex Pria wanita Oddate Original Sepatu Lari Outdor Sporty - Oddate F.B
Xpreme Running Speed X,5,3,"Rp176,000.00",100000-200000,1,1000,1,90-100,Xpreme,5.0,15000,Sepatu olah raga xpreme speed x hitam tosca - sepatu lari pria nyaman dan empuk Running Outdoor Olahraga Sport - Fullblack
Xpreme Running Speed X,5,2,"Rp184,000.00",100000-200000,1,100,1,90-100,Xpreme,5.0,15000,XPREME - SEPATU OLAH RAGA RUNNING XPREME SPEED X BLACK GOLD ORIGINAL - SEPATU LARI PRIA Outdoor - Runing Black gold
Ortuseight X Marvel Phanter Encore,5,7,"Rp559,300.00",500000-600000,2,18,0.85,80-90,Rank Sports,5.0,502000,SEPATU LARI/RUNNING ORTUSEIGHT X MARVEL PHANTER ENCORE - BLACK/WEAVE - 37
Nike Legend Essential 3,5,2,"Rp548,730.00",500000-600000,1,7,1,90-100,Run N Go Sport,5.0,695,Sepatu Lari Pria NIKE Men Training Legend Essential 3 - DM1120-300
Diadora Hayder,5,2,"Rp367,200.00",300000-400000,0,5,1,90-100,Run N Go Sport,5.0,695,Sepatu Lari Diadora Hayder Navy
Leedoo Mr802,5,27,"Rp129,000.00",100000-200000,11,90,1,90-100,Leedoo,5.0,1851000,Leedoo Sepatu Sneakers Pria Karet Sepatu Kerja Kuliah Sepatu Olahraga Lari Sepatu Cowok Casual Antiselip MR802 - Hitam 
Agility Ace,5,8,"Rp226,950.00",200000-300000,7,30,1,90-100,Muhsa.Co,5.0,271,Sepatu Running Jogging Lari Olahraga Pria Full Black-Agility Ace MUHSA.CO dengan Tali Pengencang Kokoh Outdoor - NAVY
Leedoo Ml701,5,54,"Rp159,000.00",100000-200000,26,250,1,90-100,Leedoo,5.0,1851000,Leedoo Sepatu Sneakers Pria Model Casual Putih Kekinian Sepatu Lari Jogging Shoes Formal Antiselip ML701 - Hitam 
Jackson Active Lances 1,5,1,"Rp309,000.00",300000-400000,1,1,1,90-100,Jackson Shoes,5.0,56000,Jackson Active Lances 1 Black Orange - 39
Jackson Active Fast 1,5,1,"Rp459,000.00",400000-500000,0,1,1,90-100,Jackson Shoes,5.0,56000,Jackson Active Fast 1 Black - 35
Jackson Active Vector 1,5,4,"Rp379,000.00",300000-400000,2,6,1,90-100,Jackson Shoes,5.0,56000,Jackson Active Vector 1 Blue - 39
Jackson Active Lances 1,5,3,"Rp309,000.00",300000-400000,0,3,1,90-100,Jackson Shoes,5.0,56000,Jackson Active Lances 1 Navy Yellow - 40
Reebok Runner 2.5,5,4,"Rp539,400.00",500000-600000,1,4,1,90-100,Sneakers Dept,5.0,1844000,Sepatu Lari Pria REEBOK RUNNER 2.5 100211581 ORIGINAL - 45
Reebok Lite Plus 4,5,6,"Rp599,400.00",500000-600000,4,9,1,90-100,Sneakers Dept,5.0,1844000,Sepatu Lari Pria REEBOK LITE PLUS 4 100209920 ORIGINAL - 44
Brodo Active Venturi Coral,5,19,"Rp609,000.00",600000-700000,15,70,0.89,80-90,Brodo Footwear,5.0,1687000,BRODO - Running Shoes Active Venturi Coral Red - 40
Jackson Active Fast 1,5,1,"Rp459,000.00",400000-500000,0,2,1,90-100,Jackson Shoes,5.0,56000,Jackson Active Fast 1 White - 35
Jackson Active Trail 1,5,2,"Rp379,000.00",300000-400000,1,4,1,90-100,Jackson Shoes,5.0,56000,Jackson Active Trail 1 Light Blue - 36
Jackson Active Vector 1,5,2,"Rp379,000.00",300000-400000,0,4,1,90-100,Jackson Shoes,5.0,56000,Jackson Active Vector 1 Red - 39
Jackson Active Aloz 1Ut,5,1,"Rp599,000.00",500000-600000,0,1,1,90-100,Jackson Shoes,5.0,56000,Jackson Active Aloz 1UT - Sepatu Sporty - Full Black
Jackson Aktive Wilder,5,4,"Rp309,000.00",300000-400000,2,4,1,90-100,Jackson Shoes,5.0,56000,Jackson Aktive Wilder 1 Pink - 36
Jackson Active Pacer 1,5,2,"Rp379,000.00",300000-400000,1,5,1,90-100,Jackson Shoes,5.0,56000,Jackson Active Pacer 1 Maroon Gold - 39
Jackson Active Wilder 1,5,4,"Rp309,000.00",300000-400000,1,4,1,90-100,Jackson Shoes,5.0,56000,Jackson Active Wilder 1 Light Blue - 36
Jackson Active Vector 1,5,1,"Rp379,000.00",300000-400000,1,3,1,90-100,Jackson Shoes,5.0,56000,Jackson Active Vector 1 Black - 39
Jackson Active Strada 1,5,1,"Rp379,000.00",300000-400000,0,1,1,90-100,Jackson Shoes,5.0,56000,Jackson Active Strada 1 Black White - 35
Jackson Active Nero 1Ut,5,4,"Rp599,000.00",500000-600000,0,7,1,90-100,Jackson Shoes,5.0,56000,Jackson Active Nero 1UT - Sepatu Sporty - Light Blue
Jackson Active Strada 1,5,1,"Rp379,000.00",300000-400000,0,1,1,90-100,Jackson Shoes,5.0,56000,Jackson Active Strada 1 Navy Pink - 35
Decathlon Kalenji,5,13,"Rp398,000.00",300000-400000,4,21,0.92,90-100,Decathlon Indonesia,5.0,2499000,Decathlon Sepatu Trainer Pria KLNJ Be Dry Hitam - 8803395 - 40
Ortuseight Hyperblast Encore,5,157,"Rp599,000.00",500000-600000,87,500,0.99,90-100,Ortuseight,5.0,356000,Ortuseight Sepatu Running Hyperblast Encore White Camo - White Camo
Specs Cloudblazer,5,8,"Rp549,800.00",500000-600000,7,30,1,90-100,Specs Indonesia,5.0,144000,SPECS SEPATU RUNNING CLOUDBLAZER WHITE ASSYLUM/NOMAD SPE1040079 - WHITE ASSYLUM
Specs Atmozphyr,5,16,"Rp494,820.00",400000-500000,11,30,1,90-100,Specs Indonesia,5.0,144000,SPECS SEPATU RUNNING ATMOZPHYR METRO BLUE DE BLANC SPE1040036 - BLUE
Sfidn Fits Cloudwalker Series Casual Running Shoes,5,332,"Rp343,000.00",300000-400000,181,500,0.97,90-100,Sfidn Fits Shop,5.0,1267000,SFIDN FITS Cloudwalker Series Sepatu Pria Casual Sneaker Running Shoes - Biru
Ortuseight Hyperdrive 2.2,5,135,"Rp649,000.00",600000-700000,43,250,0.97,90-100,Ortuseight,5.0,356000,Ortuseight Sepatu Running Hyperdrive 2.2 All Black - All Black
Mills Running Shoes Enermax Dynaplate Morph,5,3,"Rp539,600.00",500000-600000,3,10,1,90-100,Mills Official,5.0,763000,Mills Sepatu Lari Running Shoes Enermax Dynaplate Morph Black / Red / Blue / White 9104801 - Blk/Red/Bl/Wht
Unerd Performance Bourka,5,837,"Rp469,000.00",400000-500000,465,3000,0.98,90-100,Unerd Footwear,5.0,138000,UNERD PERFORMANCE | BOURKA | Sepatu Running Lari Olahraga - Meta Black
Jackson Active Valor,5,11,"Rp519,000.00",500000-600000,6,24,1,90-100,Jackson Shoes,5.0,56000,Jackson Active Valor - Sepatu Lari - Black
Hyperglide 1.4,5,45,"Rp509,150.00",500000-600000,17,80,1,90-100,Rank Sports,5.0,503000,SEPATU LARI HYPERGLIDE 1.4 - OLYMPIC BLUE/ELECTRICITY/WHITE Outdoor - 46
Ortuseight Berlin,5,201,"Rp509,150.00",500000-600000,67,250,1,90-100,Rank Sports,5.0,503000,SEPATU LARI/RUNNING ORTUSEIGHT BERLIN - BLACK - 37
Adidas Duramo Sl,5,3,"Rp540,000.00",500000-600000,0,5,1,90-100,Running Dept,5.0,104000,Sepatu Lari Pria ADIDAS DURAMO SL FY6681 ORIGINAL - 44.5
Larocking Saka,5,55,"Rp105,708.00",100000-200000,43,100,1,90-100,Larocking,5.0,1077000,Larocking - Saka Hitam | Sepatu Sneakers Casual Gym - Hitam
Ardiles Nfinity Stargaz,5,15,"Rp449,800.00",400000-500000,7,25,1,90-100,Ardilesofficial,5.0,237000,Ardiles Nfinity Stargaz Sepatu Lari - Blackstar - Hitam
910 Nineten Kanzaki 1.0,5,14,"Rp579,900.00",500000-600000,14,50,0.92,90-100,910 Nineten Shoes,5.0,1177000,910 Nineten KANZAKI 1.0 SE Sepatu Lari - Hitam/Pink/Ungu/Biru Running Outdoor - 42
910 Nineten Yokko 1.5,5,14,"Rp529,900.00",500000-600000,9,40,0.92,90-100,910 Nineten Shoes,5.0,1177000,910 Nineten Yokko 1.5 Sepatu Training LifeStyle - Green/Hitam/Putih - 39
Beyoma By123,5,1,"Rp289,000.00",200000-300000,1,16,1,90-100,Beyoma,5.0,35000,Sepatu BEYOMA Run Olahraga Sneakers Sport BY123 Running Outdoor - Putih
Hyperblast Laufen,5,1,"Rp232,550.00",200000-300000,1,1,1,90-100,Muhsa.Co,5.0,272,Muhsa.Co-Sepatu Running Olahraga Pria/Wanita Hyperblast laufen Unisex - Hitam
Eagle Shoes Azka,5,1,"Rp230,000.00",200000-300000,1,1,1,90-100,Prochampion,5.0,1683000,New ! Sepatu Lari / Running Eagle Shoes AZKA Abu Abu Citrun - 37
Beyoma By170,5,5,"Rp278,000.00",200000-300000,5,12,1,90-100,Beyoma,5.0,35000,Sepatu BEYOMA New Running Olahraga Sneakers Sport BY170 Outdoor - Putih
Ath X Wbrn Rx-King Spzl,5,3,"Rp375,000.00",300000-400000,1,20,1,90-100,Wellborn,5.0,208000,ATH x WBRN RX-King SPZL Shoes Black Grey - Hitam
Beyoma Dark Zero By014,5,2,"Rp240,000.00",200000-300000,2,10,1,90-100,Beyoma,5.0,35000,[ORIGINAL] Sepatu BEYOMA Dark Zero Pria Wanita Sneakers Sport Running Shoes Olahraga Free Kotak Box BY014 Outdoor - Beige
Beyoma Foa Rend By006,5,3,"Rp260,000.00",200000-300000,3,8,1,90-100,Beyoma,5.0,35000,[ORIGINAL] Sepatu BEYOMA Foa Rend Pria Sneakers Sport Running Shoes Olahraga Free Kotak Box BY006 Outdoor - Putih
Beyoma Rostory Child Standard By012,5,1,"Rp240,000.00",200000-300000,1,3,1,90-100,Beyoma,5.0,35000,[ORIGINAL] Sepatu BEYOMA ROSTORY CHILD STANDARD Pria Wanita Sneakers Sport Running Shoes Olahraga Free Kotak Box BY012 Outdoor - Coklat
Beyoma By208,5,1,"Rp250,000.00",200000-300000,1,4,1,90-100,Beyoma,5.0,35000,Sepatu BEYOMA Lari Olahraga Sneakers BY208 Outdoor Running - Putih Coklat
Eagle Shoes Azka,5,1,"Rp231,000.00",200000-300000,0,1,1,90-100,Prochampion,5.0,1683000,New ! Sepatu Lari / Running Original Eagle Shoes AZKA - ABU ABU CITRUN
Eagle Shoes Shadowrun,5,2,"Rp375,000.00",300000-400000,1,4,1,90-100,Prochampion,5.0,1683000,New ! Sepatu Lari / Running Original Eagle Shoes SHADOWRUN Biru Oranye - 41
Beyoma Air Gerigi 3 High By027,5,21,"Rp310,000.00",300000-400000,21,60,1,90-100,Beyoma,5.0,35000,SEPATU BEYOMA AIR GERIGI 3 HIGH ORIGINAL Pria Wanita Sneakers Sport Running Shoes Olahraga Free Kotak Box BY027 Outdoor - Hitam
